model_type,model_name,num_features,features,RMSE,avg_loss,inference_time,score,estimators,max_depth,alpha,min_sample_split
ensemble,random_forest,1,cpu_cores,234.1574162425354,54829.69558137998,2.1539075493651686e-05,54821.29313381557,200.0,,,10.0
xgboost,xgboost_regressor,2,cpu_cores+ disk_free_gb,165.45836929108614,27376.471968465437,2.1129484601349e-06,27822.3678071411,100.0,3.0,,
xgboost,xgboost_regressor,2,cpu_cores+ disk_free_gb,166.3119713847082,27659.67182586799,2.921190660813881e-06,27974.338320359995,100.0,5.0,,
xgboost,xgboost_regressor,2,cpu_cores+ disk_free_gb,182.46371816890746,33293.00844802249,3.2770488908898977e-06,33564.86804281452,100.0,10.0,,
xgboost,xgboost_regressor,2,cpu_cores+ disk_free_gb,181.69644627471237,33013.59858885944,3.3243465037481024e-06,33281.395991432015,500.0,3.0,,
xgboost,xgboost_regressor,2,cpu_cores+ disk_free_gb,182.50671165510448,33308.699799159454,5.006468408664389e-06,33475.13269730374,500.0,5.0,,
xgboost,xgboost_regressor,2,cpu_cores+ disk_free_gb,179.52449264721,32229.043460238157,8.503595987955729e-06,32314.411725189137,500.0,10.0,,
xgboost,xgboost_regressor,2,cpu_cores+ disk_free_gb,188.01556227532768,35349.85165770762,5.233625651371141e-06,35505.5739358913,1000.0,3.0,,
xgboost,xgboost_regressor,2,cpu_cores+ disk_free_gb,188.2624080976129,35442.734302712146,8.5087440274505e-06,35524.81772700274,1000.0,5.0,,
xgboost,xgboost_regressor,2,cpu_cores+ disk_free_gb,189.80383798924655,36025.49691544815,1.1358827392742863e-05,36077.50867496983,1000.0,10.0,,
linear_regression,ridge_regression,2,cpu_cores+ disk_free_gb,233.5511695366392,54546.148791931984,3.709805960919049e-07,57187.161415039445,,,0.1,
linear_regression,ridge_regression,2,cpu_cores+ disk_free_gb,233.1552910481121,54361.389743729866,3.098476270915043e-07,57534.42115149392,,,1.0,
linear_regression,ridge_regression,2,cpu_cores+ disk_free_gb,233.11610565388057,54343.11871523121,3.0534309253358004e-07,57563.78008966667,,,10.0,
ensemble,random_forest,2,cpu_cores+ disk_free_gb,135.79626479634283,18440.62553263846,7.12456490829406e-06,18562.544355419057,50.0,5.0,,2.0
ensemble,random_forest,2,cpu_cores+ disk_free_gb,137.74317146699255,18973.181285785307,7.007125257319606e-06,19096.919981806896,50.0,5.0,,5.0
ensemble,random_forest,2,cpu_cores+ disk_free_gb,141.53206304949205,20031.32487104539,6.775141727586507e-06,20158.89193454876,50.0,5.0,,10.0
ensemble,random_forest,2,cpu_cores+ disk_free_gb,149.16209844238264,22249.33161173505,8.443428276360597e-06,22345.517584749487,50.0,10.0,,2.0
