run_id,cpu_cores,cpu_threads,cpu_frequency_khz,ram_total_bytes,ram_available_bytes,gpu_count,gpu_0_vram_gb,gpu_1_name,gpu_1_vendor,gpu_1_vram_gb,disk_total_gb,disk_free_gb,batch_size,buffer_size,learning_rate,beta,epsilon,lambd,num_epoch,shared_critic,beta_schedule,epsilon_schedule,checkpoint_interval,keep_checkpoints,even_checkpoints,hidden_units,num_layers,memory,goal_conditioning_type,deterministic,extrinsic_gamma,extrinsic_strength,init_path,threaded,max_steps,time_horizon,summary_freq,self_play,behavioral_cloning,time_start,time_end,total_steps,cpu_vendor_AMD,cpu_vendor_Apple,cpu_vendor_Intel,cpu_architecture_ARM,cpu_architecture_x86,ram_type_DDR4,ram_type_DDR5,ram_type_LPDDR5,gpu_0_name_NVIDIA GeForce RTX 2070 SUPER,gpu_0_name_NVIDIA GeForce RTX 3050 Ti Laptop GPU,gpu_0_name_NVIDIA GeForce RTX 4060 Laptop GPU,gpu_0_name_NaN,gpu_0_vendor_NVIDIA,gpu_0_vendor_NaN,disk_filesystem_NTFS,disk_filesystem_apfs,host_os_name_darwin,host_os_name_win32,is_docker_used_False,trainer_type_ppo,learning_rate_schedule_constant,learning_rate_schedule_linear,normalize_True,vis_encode_type_simple,total_duration
3DBall_ppo_1768124269,19.999999999999996,50.0,99.99999999999999,1.1099277199190016,4.343329228208407,100.0,100.0,0.0,0.0,0.0,14.498078006023066,26.894192553951978,3.0303030303030303,33.333333333333336,0.02000200020002,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.132184058996465,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,942.0
3DBall_ppo_1768130273,19.999999999999996,50.0,99.99999999999999,1.1099277199190016,4.3433250764532705,100.0,100.0,0.0,0.0,0.0,14.498078006023066,26.667018153793187,3.0303030303030303,33.333333333333336,0.02000200020002,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.156665001855615,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,700.0
3DBall_ppo_1768135433,19.999999999999996,50.0,99.99999999999999,1.1099277199190016,4.343325738814205,100.0,100.0,0.0,0.0,0.0,14.498078006023066,26.75184026770913,3.0303030303030303,33.333333333333336,0.02000200020002,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.112394795604175,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,720.0
3DBall_ppo_1768133308,19.999999999999996,50.0,99.99999999999999,1.1099277199190016,4.3433398931794045,100.0,100.0,0.0,0.0,0.0,14.498078006023066,26.623754223660562,3.0303030303030303,33.333333333333336,0.02000200020002,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.090780990196993,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,702.0
3DBall_ppo_1768134151,19.999999999999996,50.0,99.99999999999999,1.1099277199190016,4.26960688662708,100.0,100.0,0.0,0.0,0.0,14.498078006023066,26.89605336815123,3.0303030303030303,33.333333333333336,0.02000200020002,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.1365148400428,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,676.0
3DBall_ppo_1768137037,19.999999999999996,50.0,99.99999999999999,1.1099277199190016,4.343363378194298,100.0,100.0,0.0,0.0,0.0,14.498078006023066,26.59971870692021,3.0303030303030303,33.333333333333336,0.02000200020002,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.109908606484982,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,805.0
3DBall_ppo_1767896848,100.0,100.0,38.964670480191906,98.27532771679898,83.7445638636541,0.0,0.0,0.0,0.0,0.0,44.27759958866881,99.99999999999999,3.0303030303030303,33.333333333333336,0.02000200020002,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.88117847457627,99.8813888700565,99.98438111835604,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3724.0
3DBall_ppo_1767908093,100.0,100.0,38.964670480191906,98.27532771679898,81.52176626928636,0.0,0.0,0.0,0.0,0.0,44.27759958866881,99.26451318774528,3.0303030303030303,33.333333333333336,0.02000200020002,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.88181367231638,99.88198802259888,99.99661156482948,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3086.0
3DBall_ppo_1767911454,100.0,100.0,38.964670480191906,98.27532771679898,86.59525105655823,0.0,0.0,0.0,0.0,0.0,44.27759958866881,99.26110169504666,3.0303030303030303,33.333333333333336,0.02000200020002,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.88200361581922,99.88216768361582,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2904.0
3DBall_ppo_1767914945,100.0,100.0,38.964670480191906,98.27532771679898,87.41035941164988,0.0,0.0,0.0,0.0,0.0,44.27759958866881,99.26017128794703,3.0303030303030303,33.333333333333336,0.02000200020002,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.88220079096047,99.88236209039549,99.98385982063749,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2855.0
3DBall_ppo_1768045402,100.0,100.0,38.964670480191906,98.27532771679898,72.0438732401427,0.0,0.0,0.0,0.0,0.0,44.27759958866881,99.83795409681505,3.0303030303030303,33.333333333333336,0.02000200020002,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.8895715819209,99.8900384180791,99.98462171730304,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,8263.0
3DBall_ppo_1767877998,39.99999999999999,50.0,66.79655808612355,100.0,80.6957271540724,100.0,100.0,0.0,0.0,0.0,100.0,17.173454244904857,3.0303030303030303,33.333333333333336,0.02000200020002,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.88011316384181,99.88014632768362,25.08081618380797,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,587.0
3DBall_ppo_1767879535,39.99999999999999,50.0,66.79655808612355,100.0,78.8091094123871,100.0,100.0,0.0,0.0,0.0,100.0,17.174074516304607,3.0303030303030303,33.333333333333336,0.02000200020002,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.8802,99.88023440677966,25.079933987668902,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,609.0
3DBall_ppo_1767880804,39.99999999999999,50.0,66.79655808612355,100.0,80.14130563211347,100.0,100.0,0.0,0.0,0.0,100.0,17.175625194803985,3.0303030303030303,33.333333333333336,0.02000200020002,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.88027175141244,99.88030429378531,25.152795368791065,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,576.0
3DBall_ppo_1767881689,39.99999999999999,50.0,66.79655808612355,100.0,78.16409626696849,100.0,100.0,0.0,0.0,0.0,100.0,17.159343070560524,3.0303030303030303,33.333333333333336,0.02000200020002,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.88032169491527,99.88035372881356,25.079633238985128,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,567.0
3DBall_ppo_1767882564,39.99999999999999,50.0,66.79655808612355,100.0,79.22585447187029,100.0,100.0,0.0,0.0,0.0,100.0,17.160583613360025,3.0303030303030303,33.333333333333336,0.02000200020002,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.88037112994351,99.88040367231639,25.0985603561506,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,576.0
3DBall_ppo_1767883449,39.99999999999999,50.0,66.79655808612355,100.0,79.63638708495304,100.0,100.0,0.0,0.0,0.0,100.0,17.159188002710586,3.0303030303030303,33.333333333333336,0.02000200020002,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.88042118644069,99.8804684180791,25.09663556457445,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,836.0
3DBall_ppo_1767884595,39.99999999999999,50.0,66.79655808612355,100.0,78.32272990622549,100.0,100.0,0.0,0.0,0.0,100.0,17.15794745991108,3.0303030303030303,33.333333333333336,0.02000200020002,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.8804859322034,99.88053293785312,25.09713681238074,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,832.0
3DBall_ppo_1767885759,39.99999999999999,50.0,66.79655808612355,100.0,77.89035543253863,100.0,100.0,0.0,0.0,0.0,100.0,17.15686198496152,3.0303030303030303,33.333333333333336,0.02000200020002,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.88055169491527,99.88059632768362,25.087312355377474,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,790.0
3DBall_ppo_1767886857,39.99999999999999,50.0,66.79655808612355,100.0,79.55841695069932,100.0,100.0,0.0,0.0,0.0,100.0,17.15531130646214,3.0303030303030303,33.333333333333336,0.02000200020002,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.88061372881356,99.88066118644068,25.146599945905336,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,840.0
3DBall_ppo_1767888006,39.99999999999999,50.0,66.79655808612355,100.0,77.90179734331414,100.0,100.0,0.0,0.0,0.0,100.0,17.155001170762265,3.0303030303030303,33.333333333333336,0.02000200020002,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.8806786440678,99.88072531073446,25.09254538247513,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,826.0
3DBall_ppo_1767889142,39.99999999999999,50.0,66.79655808612355,100.0,77.82227409746031,100.0,100.0,0.0,0.0,0.0,100.0,17.153760627962765,3.0303030303030303,33.333333333333336,0.02000200020002,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.88074276836159,99.88078988700565,25.134429649168638,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,834.0
3DBall_ppo_1767890284,39.99999999999999,50.0,66.79655808612355,100.0,87.67090862729903,100.0,100.0,0.0,0.0,0.0,100.0,17.150814338813948,3.0303030303030303,33.333333333333336,0.02000200020002,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.88080734463277,99.88085429378532,25.103552784301236,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,831.0
3DBall_ppo_1767891424,39.99999999999999,50.0,66.79655808612355,100.0,88.01035198030576,100.0,100.0,0.0,0.0,0.0,100.0,17.14988393171432,3.0303030303030303,33.333333333333336,0.02000200020002,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.88087175141244,99.8809188700565,25.08193897889406,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,834.0
3DBall_ppo_1767892567,39.99999999999999,50.0,66.79655808612355,100.0,87.85521775705914,100.0,100.0,0.0,0.0,0.0,100.0,17.1526751530132,3.0303030303030303,33.333333333333336,0.02000200020002,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.88093632768363,99.88097186440679,25.147502191956654,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,629.0
3DBall_ppo_1767893505,39.99999999999999,50.0,66.79655808612355,100.0,85.5679955207475,100.0,100.0,0.0,0.0,0.0,100.0,17.15174474591357,3.0303030303030303,33.333333333333336,0.02000200020002,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.88098932203391,99.8810213559322,25.08147783091227,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,567.0
3DBall_ppo_1767894380,39.99999999999999,50.0,66.79655808612355,100.0,85.32154226734241,100.0,100.0,0.0,0.0,0.0,100.0,17.150969406663886,3.0303030303030303,33.333333333333336,0.02000200020002,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.88103875706216,99.88107084745764,25.083021674155642,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,568.0
3DBall_ppo_1767895257,39.99999999999999,50.0,66.79655808612355,100.0,84.17571943962948,100.0,100.0,0.0,0.0,0.0,100.0,17.15003899956426,3.0303030303030303,33.333333333333336,0.02000200020002,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.88108830508476,99.88112062146894,25.098219507642323,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,572.0
3DBall_ppo_1767896138,39.99999999999999,50.0,66.79655808612355,100.0,86.06353641938574,100.0,100.0,0.0,0.0,0.0,100.0,17.14988393171432,3.0303030303030303,33.333333333333336,0.02000200020002,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.88113802259888,99.88118124293786,25.16259977588208,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,765.0
