run_id,cpu_cores,cpu_threads,cpu_frequency_khz,ram_total_bytes,ram_available_bytes,gpu_count,gpu_0_name,gpu_0_vendor,gpu_0_vram_gb,gpu_1_name,gpu_1_vendor,gpu_1_vram_gb,disk_total_gb,disk_free_gb,batch_size,buffer_size,learning_rate,beta,epsilon,lambd,num_epoch,shared_critic,beta_schedule,epsilon_schedule,checkpoint_interval,keep_checkpoints,even_checkpoints,hidden_units,num_layers,memory,goal_conditioning_type,deterministic,extrinsic_gamma,extrinsic_strength,init_path,threaded,max_steps,time_horizon,summary_freq,self_play,behavioral_cloning,time_start,time_end,total_steps,cpu_vendor_Apple,cpu_architecture_ARM,ram_type_LPDDR5,disk_filesystem_apfs,host_os_name_darwin,is_docker_used_False,trainer_type_ppo,learning_rate_schedule_linear,normalize_True,vis_encode_type_simple,total_duration
3DBall_ppo_1768189024,0.0,0.0,0.0,0.0,58.60436224699086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9963329412578659,48.38709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.32810185286144,84.03995293356274,81.3118527042576,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,517.0
3DBall_ppo_1768189844,0.0,0.0,0.0,0.0,58.44145189456533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9271431536705177,48.38709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.54816755056527,84.25763491468388,77.85960874568474,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,511.0
3DBall_ppo_1768190657,0.0,0.0,0.0,0.0,59.68964991854486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.961738047464189,48.38709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.76635463857747,84.47504947316702,70.08630609896471,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,511.0
3DBall_ppo_1768191470,0.0,0.0,0.0,0.0,61.35156991666966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9686570262229299,48.38709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.98454172668062,84.69219660901217,81.58227848101234,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,510.0
3DBall_ppo_1768192282,0.0,0.0,0.0,0.0,58.00077353116979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8994672386355762,48.38709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.20246044190571,84.91014601268034,63.647871116225474,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,513.0
3DBall_ppo_1768193097,0.0,0.0,0.0,0.0,59.59588856463087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9271431536705177,48.38709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.42145264837018,85.12916510671857,77.07710011507487,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,516.0
3DBall_ppo_1768193917,0.0,0.0,0.0,0.0,57.40187288304446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8856292811181055,48.38709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.64124997319595,85.3484516232129,84.15420023014946,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,517.0
3DBall_ppo_1768194736,0.0,0.0,0.0,0.0,51.92503779754585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8095205147720219,48.38709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.86131567089978,85.56720329461314,72.91139240506368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,515.0
3DBall_ppo_1768195554,0.0,0.0,0.0,0.0,54.84687598888929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.802601536013281,48.38709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.08057625015135,85.78568754346634,57.52013808975818,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,515.0
3DBall_ppo_1768196371,0.0,0.0,0.0,0.0,56.65881415327636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6918978758735206,48.38709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.30010520219003,86.00417179222859,77.2036823935565,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,514.0
3DBall_ppo_1768197189,0.0,0.0,0.0,0.0,57.313971613750155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8233584722894927,48.38709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.51936578144159,86.22265604108179,73.63636363636346,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,514.0
3DBall_ppo_1768198005,0.0,0.0,0.0,0.0,61.044501482601454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7610876634608688,48.38709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.73862636069316,86.44140771248203,66.8296892980436,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,515.0
3DBall_ppo_1768198823,0.0,0.0,0.0,0.0,59.97210599721061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7264927696671974,48.38709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.95815531273183,86.65962453869724,71.24856156501806,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,513.0
3DBall_ppo_1768199639,0.0,0.0,0.0,0.0,58.11914724048614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7749256209783395,48.38709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.17687914640919,86.87837621009749,83.15880322209495,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,516.0
3DBall_ppo_1768200457,0.0,0.0,0.0,0.0,63.62293871523504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7472497059434036,48.38709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.39640809844786,87.09686045885974,75.38550057537492,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,515.0
3DBall_ppo_1768201274,0.0,0.0,0.0,0.0,58.68640343166555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6642219608385735,48.38709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.61566867769943,87.31507728507495,71.69159953970166,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,514.0
3DBall_ppo_1768202091,0.0,0.0,0.0,0.0,58.6090503146866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7057358333909913,48.38709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.834929256951,87.53356153392815,57.548906789413934,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,514.0
3DBall_ppo_1768202907,0.0,0.0,0.0,0.0,59.23256331821429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6296270670449022,48.38709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.05392146341546,87.7520457826904,70.4085155350981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,515.0
3DBall_ppo_1768203724,0.0,0.0,0.0,0.0,61.11599451496082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5881131944924956,48.38709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.27318204266703,87.97079745409064,75.51208285385513,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,516.0
3DBall_ppo_1768204543,0.0,0.0,0.0,0.0,59.872484558677016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5811942157337546,48.38709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.49297936758376,88.18954912549088,71.43843498273839,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,515.0
3DBall_ppo_1768205361,0.0,0.0,0.0,0.0,61.11013443034121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5258423856638772,48.38709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.71250831962243,88.40830079689113,73.44649021864171,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,515.0
3DBall_ppo_1768224405,0.0,0.0,0.0,0.0,15.1201903355485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22140732027952637,22.58064516129032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.8233999613658,93.52382735196443,77.90563866513196,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,600.0
3DBall_ppo_1768225307,0.0,0.0,0.0,0.0,54.076860869871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5050854493876711,22.58064516129032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.06547222879453,93.76317056212429,70.77675489067872,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,593.0
3DBall_ppo_1768226202,0.0,0.0,0.0,0.0,53.66899898034525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4774095343527296,22.58064516129032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.30566588662259,94.00411830774829,66.25431530494836,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,599.0
3DBall_ppo_1768227104,0.0,0.0,0.0,0.0,50.73895667053429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5396803431813424,22.58064516129032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.54773815405133,94.24372894045518,78.49252013809007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,593.0
3DBall_ppo_1768227999,0.0,0.0,0.0,0.0,53.409983240158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49124749187020034,22.58064516129032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.78793181187939,94.48387441834711,60.6386651323362,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,596.0
3DBall_ppo_1768228898,0.0,0.0,0.0,0.0,56.2509522637507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4843285131114594,22.58064516129032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.02919896094681,94.72321762850697,74.85040276179546,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,592.0
3DBall_ppo_1768229792,0.0,0.0,0.0,0.0,57.366712375326756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41513872552411124,22.58064516129032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.26912424589682,94.96416537413097,92.675489067895,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,599.0
3DBall_ppo_1768230688,0.0,0.0,0.0,0.0,24.331071340670185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38746281048916975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.50985464929909,95.52200887837898,67.07710011507544,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1788.0
3DBall_ppo_1768232779,0.0,0.0,0.0,0.0,54.74725455035569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2975160866256099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.07075380554306,96.0795849601709,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1783.0
3DBall_ppo_1768234865,0.0,0.0,0.0,0.0,51.43630674026936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2352452777969971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.63057947063862,96.64170722571725,71.78941311852753,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1799.0
3DBall_ppo_1768236967,0.0,0.0,0.0,0.0,56.96236653657279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26292119283193305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.1946991004188,97.18885382681037,68.91829689298135,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1743.0
3DBall_ppo_1768239012,0.0,0.0,0.0,0.0,54.93243322433577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22832629903826174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.74352148060643,97.75231320527382,90.81703107019621,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1805.0
3DBall_ppo_1768241119,0.0,0.0,0.0,0.0,57.009247213529775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.159136511450908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.30898297450403,98.31095897734485,72.0655926352137,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1787.0
3DBall_ppo_1768243208,0.0,0.0,0.0,0.0,53.52718493255048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11762263889849578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.86961375786996,98.8757554687254,77.24395857307229,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1810.0
3DBall_ppo_1768245320,0.0,0.0,0.0,0.0,54.56676394407136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04843285131114761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.43641711579403,99.43734288917767,76.36363636363654,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1798.0
3DBall_ppo_1768247420,0.0,0.0,0.0,0.0,58.63249065316509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,87.60644418872232,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1802.0
