run_id,host_os_name,host_cpu_cores,host_ram_total_bytes,host_ram_available_bytes,host_ram_used_bytes,host_ram_type,host_swap_total_bytes,host_swap_used_bytes,gpu_count,vram_total_gb,vram_used_gb,vram_free_gb,gpus0_index,gpus0_name,gpus0_vendor,gpus0_vram_total_gb,gpus0_vram_used_gb,gpus0_vram_free_gb,gpus0_vram_free_pct,gpus0_utilization_pct,gpus0_memory_util_pct,gpus0_temperature_C,gpus1_index,gpus1_name,gpus1_vendor,gpus1_vram_total_gb,gpus1_vram_used_gb,gpus1_vram_free_gb,gpus1_vram_free_pct,gpus1_utilization_pct,gpus1_memory_util_pct,gpus1_temperature_C,disk_total_gb,disk_used_gb,disk_free_gb,disk_percent_used,filesystem,read_bytes_total,write_bytes_total,read_count_total,write_count_total,behavior_name,actions_continuous_actions,actions_discrete_size,actions_discrete_branches,model,inference_device,deterministic_inference,behavior_type,team_id,use_child_actuators,use_child_sensors,observational_attribute_handling,max_step,decision_period,decision_step,take_actions_between_decisions
51e62786-be00-4a0f-ac41-ee59f2920415,win32,16,34048757760,16745578496,17303179264,DDR5,2147483648,149184512,1,8.0,1.86,6.14,0,NVIDIA GeForce RTX 4060 Laptop GPU,NVIDIA,8.0,1.86,6.14,76.75,41,,32,,,,,,,,,,,1861.994,1691.941,170.053,90.87,NTFS,81595026432,112934397440,4812086,6286868,3DBall?team=0,2,0,,,Burst,False,Default,0,True,True,Ignore,5000,5,0,True
